TargetName,HUGOSymbol,TargetGroup,AnalyteType,CodeClass,ProbePool,MinCount,MaxCount,MedianCount,GeomeanCount,NumberOfProbesIncluded,NumberOfProbesTotal,GeneID 
CYP2A7,CYP2A7,All Targets,RNA,Endogenous,01,1,915,23.5,23.71858521,1,1,1549
HHIPL1,HHIPL1,All Targets,RNA,Endogenous,01,1,843,8,7.803242691,1,1,84439
NAT8L,NAT8L,All Targets,RNA,Endogenous,01,1,980,34,33.80958548,1,1,339983
PIPOX,PIPOX,All Targets,RNA,Endogenous,01,1,1164,18,17.62337616,1,1,51268
DHRSX,DHRSX,All Targets,RNA,Endogenous,01,1,935,12.5,12.37701088,1,1,207063
SLC52A2,SLC52A2,All Targets,RNA,Endogenous,01,1,819,13,11.9017512,1,1,79581
ABCG8,ABCG8,All Targets,RNA,Endogenous,01,1,746,11,10.6229025,1,1,64241
MAPK7,MAPK7,All Targets,RNA,Endogenous,01,1,751,11,11.06392962,1,1,5598
KCNK9,KCNK9,All Targets,RNA,Endogenous,01,1,717,21,20.05940996,1,1,51305
SDC2,SDC2,All Targets,RNA,Endogenous,01,1,987,16,15.29557731,1,1,6383
VIPR2,VIPR2,All Targets,RNA,Endogenous,01,1,899,16,16.01880573,1,1,7434
DKK1,DKK1,All Targets,RNA,Endogenous,01,1,1105,42,41.91239527,1,1,22943
AAGAB,AAGAB,All Targets,RNA,Endogenous,01,1,727,18,17.69244458,1,1,79719
GK5,GK5,All Targets,RNA,Endogenous,01,1,1017,14,13.80512871,1,1,256356
RGN,RGN,All Targets,RNA,Endogenous,01,1,879,16,16.01604331,1,1,9104
TMEM14C,TMEM14C,All Targets,RNA,Endogenous,01,1,792,21,20.78931924,1,1,51522
MARCKS,MARCKS,All Targets,RNA,Endogenous,01,1,895,47,46.94739203,1,1,4082
MICAL3,MICAL3,All Targets,RNA,Endogenous,01,1,815,14,13.19093138,1,1,57553
VPS39,VPS39,All Targets,RNA,Endogenous,01,1,737,15,15.6812498,1,1,23339
PORCN,PORCN,All Targets,RNA,Endogenous,01,1,832,15,14.50368685,1,1,64840
MED28,MED28,All Targets,RNA,Endogenous,01,1,957,17,16.12054406,1,1,80306
PEX1,PEX1,All Targets,RNA,Endogenous,01,1,854,15,14.42526237,1,1,5189
SLC5A5,SLC5A5,All Targets,RNA,Endogenous,01,1,812,13,12.37360079,1,1,6528
DYNLT5,DYNLT5,All Targets,RNA,Endogenous,01,1,886,13,12.02163901,1,1,200132
SLC22A2,SLC22A2,All Targets,RNA,Endogenous,01,1,1046,19,18.97453689,1,1,6582
KPRP,KPRP,All Targets,RNA,Endogenous,01,1,684,16.5,15.55974922,1,1,448834
SRM,SRM,All Targets,RNA,Endogenous,01,1,1033,17,15.76943614,1,1,6723
CORIN,CORIN,All Targets,RNA,Endogenous,01,1,766,11,10.42752306,1,1,10699
EFR3B,EFR3B,All Targets,RNA,Endogenous,01,1,778,14,13.60297088,1,1,22979
C1QTNF9,C1QTNF9,All Targets,RNA,Endogenous,01,1,1054,17,16.72242706,1,1,338872
SMCP,SMCP,All Targets,RNA,Endogenous,01,1,774,16,15.54187652,1,1,4184
FSTL5,FSTL5,All Targets,RNA,Endogenous,01,1,812,14.5,13.99601993,1,1,56884
EFNA5,EFNA5,All Targets,RNA,Endogenous,01,1,833,13,13.04231718,1,1,1946
FOXE1,FOXE1,All Targets,RNA,Endogenous,01,1,818,17,16.02032166,1,1,2304
ZSCAN30,ZSCAN30,All Targets,RNA,Endogenous,01,1,1139,12.5,13.11728023,1,1,100101467
CDRT15,"CDRT15,CDRT15P1",All Targets,RNA,Endogenous,01,1,1011,15,14.58709523,1,1,146822
COQ8B,COQ8B,All Targets,RNA,Endogenous,01,1,693,16,15.55804368,1,1,79934
P3R3URF,P3R3URF,All Targets,RNA,Endogenous,01,1,985,15,14.62832068,1,1,110117498
DGKH,DGKH,All Targets,RNA,Endogenous,01,1,1007,18,17.51050398,1,1,160851
ZNF682,ZNF682,All Targets,RNA,Endogenous,01,1,925,12,12.48174081,1,1,91120
NUP88,NUP88,All Targets,RNA,Endogenous,01,1,919,16,16.46831444,1,1,4927
BCL2L15,BCL2L15,All Targets,RNA,Endogenous,01,1,962,16,16.2023385,1,1,440603
ITPR1,ITPR1,All Targets,RNA,Endogenous,01,1,809,14,13.07801372,1,1,3708
EIF5A2,EIF5A2,All Targets,RNA,Endogenous,01,1,751,12,11.50134371,1,1,56648
APBA1,"APBA1,LOC101929802",All Targets,RNA,Endogenous,01,1,832,12,11.40058896,1,1,320
PHIP,PHIP,All Targets,RNA,Endogenous,01,1,788,16,15.54655611,1,1,55023
ACKR3,ACKR3,All Targets,RNA,Endogenous,01,1,816,12,11.64046094,1,1,57007
TPM1,TPM1,All Targets,RNA,Endogenous,01,1,875,30,28.7736878,1,1,7168
MYH3,MYH3,All Targets,RNA,Endogenous,01,1,796,13,12.3489553,1,1,4621
TCP10L2,TCP10L2,All Targets,RNA,Endogenous,01,1,757,16,14.11457675,1,1,401285
XPO6,XPO6,All Targets,RNA,Endogenous,01,1,857,18,17.88981988,1,1,23214
HSCB,HSCB,All Targets,RNA,Endogenous,01,1,862,12,10.9632704,1,1,150274
FKBP6,FKBP6,All Targets,RNA,Endogenous,01,1,737,12,12.16892447,1,1,8468
PGM2L1,PGM2L1,All Targets,RNA,Endogenous,01,1,940,15.5,15.10094938,1,1,283209
TMEM273,TMEM273,All Targets,RNA,Endogenous,01,1,858,14,13.38192511,1,1,170371
CDK13,CDK13,All Targets,RNA,Endogenous,01,1,963,16,16.38433571,1,1,8621
PAK2,PAK2,All Targets,RNA,Endogenous,01,1,826,15,15.01759079,1,1,5062
IRF2BP1,IRF2BP1,All Targets,RNA,Endogenous,01,1,720,14,13.36378069,1,1,26145
TGM1,TGM1,All Targets,RNA,Endogenous,01,1,847,10,8.97897813,1,1,7051
CPO,CPO,All Targets,RNA,Endogenous,01,1,812,18,17.01825804,1,1,130749
CDH20,CDH20,All Targets,RNA,Endogenous,01,1,918,11,10.67406282,1,1,28316
SLIT1,SLIT1,All Targets,RNA,Endogenous,01,1,1265,20.5,20.63353963,1,1,6585
DUXB,DUXB,All Targets,RNA,Endogenous,01,1,818,10,9.709964953,1,1,100033411
HDAC1,HDAC1,All Targets,RNA,Endogenous,01,1,987,17.5,16.92367337,1,1,3065
SMIM10L1,SMIM10L1,All Targets,RNA,Endogenous,01,1,928,17,16.39047342,1,1,100129361
TTN,TTN,All Targets,RNA,Endogenous,01,1,853,13.5,13.09799382,1,1,7273
ADRA2A,ADRA2A,All Targets,RNA,Endogenous,01,1,864,16,16.13848,1,1,150
GPR176,GPR176,All Targets,RNA,Endogenous,01,1,1030,13.5,14.0740318,1,1,11245
SRSF12,SRSF12,All Targets,RNA,Endogenous,01,1,625,9,9.004695749,1,1,135295
AGFG2,AGFG2,All Targets,RNA,Endogenous,01,1,747,11,10.80953787,1,1,3268
HIBCH,HIBCH,All Targets,RNA,Endogenous,01,1,980,23,23.94805479,1,1,26275
CCNB1,CCNB1,All Targets,RNA,Endogenous,01,1,1041,14,13.39018511,1,1,891
SYBU,SYBU,All Targets,RNA,Endogenous,01,1,811,11,11.3501213,1,1,55638
RELN,RELN,All Targets,RNA,Endogenous,01,1,937,15,13.85673541,1,1,5649
OTUD5,OTUD5,All Targets,RNA,Endogenous,01,1,858,15,14.87236966,1,1,55593
SIK1,"SIK1,SIK1B",All Targets,RNA,Endogenous,01,1,932,21,20.22498803,1,1,150094
SPIN1,SPIN1,All Targets,RNA,Endogenous,01,1,741,12,11.68255549,1,1,10927
HNRNPAB,HNRNPAB,All Targets,RNA,Endogenous,01,1,847,29,29.21146421,1,1,3182
KRTAP12-2,KRTAP12-2,All Targets,RNA,Endogenous,01,1,853,24,22.64861032,1,1,353323
HBE1,HBE1,All Targets,RNA,Endogenous,01,1,1132,14,13.38046354,1,1,3046
NBPF3,NBPF3,All Targets,RNA,Endogenous,01,1,909,13.5,13.11748086,1,1,84224
ALG12,ALG12,All Targets,RNA,Endogenous,01,1,702,13,12.89462844,1,1,79087
CERS2,CERS2,All Targets,RNA,Endogenous,01,1,836,15,15.04026105,1,1,29956
GINS4,GINS4,All Targets,RNA,Endogenous,01,1,1147,14,14.15671046,1,1,84296
NOX5,NOX5,All Targets,RNA,Endogenous,01,1,853,11,10.38378763,1,1,79400
PIGW,PIGW,All Targets,RNA,Endogenous,01,1,1100,14,14.06529768,1,1,284098
ATPSCKMT,ATPSCKMT,All Targets,RNA,Endogenous,01,1,653,10,9.711133352,1,1,134145
GNGT1,GNGT1,All Targets,RNA,Endogenous,01,1,790,12,12.01448113,1,1,2792
NCOA2,NCOA2,All Targets,RNA,Endogenous,01,1,980,29,29.56225815,1,1,10499
GIGYF1,GIGYF1,All Targets,RNA,Endogenous,01,1,818,16,16.15354643,1,1,64599
NCR3LG1,NCR3LG1,All Targets,RNA,Endogenous,01,1,849,14,13.55678115,1,1,374383
LPCAT2,LPCAT2,All Targets,RNA,Endogenous,01,1,834,11,10.35525361,1,1,54947
DOK5,DOK5,All Targets,RNA,Endogenous,01,1,852,10,9.769419073,1,1,55816
TMC8,TMC8,All Targets,RNA,Endogenous,01,1,944,24.5,23.96128423,1,1,147138
PSD,PSD,All Targets,RNA,Endogenous,01,1,773,8,8.283668673,1,1,5662
TMOD4,TMOD4,All Targets,RNA,Endogenous,01,1,864,11,11.36074941,1,1,29765
BCS1L,BCS1L,All Targets,RNA,Endogenous,01,1,894,15,14.35535514,1,1,617
P2RY12,P2RY12,All Targets,RNA,Endogenous,01,1,664,14,13.26490873,1,1,64805
BAAT,BAAT,All Targets,RNA,Endogenous,01,1,823,12,11.87398372,1,1,570
DUSP3,DUSP3,All Targets,RNA,Endogenous,01,1,766,13,12.96556944,1,1,1845
RAI2,RAI2,All Targets,RNA,Endogenous,01,1,753,12.5,12.10305427,1,1,10742
RPA1,RPA1,All Targets,RNA,Endogenous,01,1,1138,21,20.56398316,1,1,6117
EMC7,EMC7,All Targets,RNA,Endogenous,01,1,1005,18,16.7118676,1,1,56851
KCND2,KCND2,All Targets,RNA,Endogenous,01,1,855,11,11.48316952,1,1,3751
SIDT2,SIDT2,All Targets,RNA,Endogenous,01,1,1067,24.5,23.57472828,1,1,51092
LSM1,LSM1,All Targets,RNA,Endogenous,01,1,878,18,18.33350422,1,1,27257
ERICH6B,ERICH6B,All Targets,RNA,Endogenous,01,1,1013,16,15.94714378,1,1,220081
RAMAC,RAMAC,All Targets,RNA,Endogenous,01,1,738,16,15.44557878,1,1,83640
HMGN3,HMGN3,All Targets,RNA,Endogenous,01,1,806,15,15.56138435,1,1,9324
CILK1,CILK1,All Targets,RNA,Endogenous,01,1,858,11,9.987814711,1,1,22858
ATP5ME,ATP5ME,All Targets,RNA,Endogenous,01,1,937,28,29.43208435,1,1,521
KRTAP10-2,"KRTAP10-2,KRTAP10-9",All Targets,RNA,Endogenous,01,1,939,21,21.32986274,1,1,386679
RPL15,RPL15,All Targets,RNA,Endogenous,01,1,2473,131.5,130.1491038,1,1,6138
STAC2,STAC2,All Targets,RNA,Endogenous,01,1,834,11.5,11.74780796,1,1,342667
DMTF1,DMTF1,All Targets,RNA,Endogenous,01,1,711,12,12.00705891,1,1,9988
SLC37A4,SLC37A4,All Targets,RNA,Endogenous,01,1,812,15,14.30954977,1,1,2542
C2orf92,C2orf92,All Targets,RNA,Endogenous,01,1,936,13,12.57402716,1,1,728537
HK3,HK3,All Targets,RNA,Endogenous,01,1,862,20.5,20.03302876,1,1,3101
CSF2RB,CSF2RB,All Targets,RNA,Endogenous,01,1,860,15.5,14.14445038,1,1,1439
SELL,SELL,All Targets,RNA,Endogenous,01,1,780,19,18.9551011,1,1,6402
CDR2,CDR2,All Targets,RNA,Endogenous,01,1,812,20,20.42206564,1,1,1039
KLK13,KLK13,All Targets,RNA,Endogenous,01,1,849,13,11.98732216,1,1,26085
FAM241B,FAM241B,All Targets,RNA,Endogenous,01,1,1042,16,15.16185021,1,1,219738
NXT1,NXT1,All Targets,RNA,Endogenous,01,1,805,18,17.48807563,1,1,29107
SPRR1B,SPRR1B,All Targets,RNA,Endogenous,01,1,996,11.5,11.82139871,1,1,6699
BZW2,BZW2,All Targets,RNA,Endogenous,01,1,945,15,15.03270172,1,1,28969
PNPLA7,PNPLA7,All Targets,RNA,Endogenous,01,1,755,10,9.23975245,1,1,375775
HECTD2,HECTD2,All Targets,RNA,Endogenous,01,1,954,21,20.81126028,1,1,143279
TNFRSF6B,"RTEL1-TNFRSF6B,TNFRSF6B",All Targets,RNA,Endogenous,01,1,853,22,21.56028005,1,1,8771
SMIM38,SMIM38,All Targets,RNA,Endogenous,01,1,993,12,11.4484277,1,1,107984345
NAV2,NAV2,All Targets,RNA,Endogenous,01,1,754,12,12.65610251,1,1,89797
INO80C,INO80C,All Targets,RNA,Endogenous,01,1,894,11,9.94089727,1,1,125476
PIK3CA,PIK3CA,All Targets,RNA,Endogenous,01,1,794,12.5,11.63981437,1,1,5290
TMTC4,TMTC4,All Targets,RNA,Endogenous,01,1,1047,18,18.22493641,1,1,84899
IGHM,IGHM,All Targets,RNA,Endogenous,01,1,2305,115.5,107.5334873,1,1,3507
MEIS2,MEIS2,All Targets,RNA,Endogenous,01,1,867,11,10.1428954,1,1,4212
ITPR2,ITPR2,All Targets,RNA,Endogenous,01,1,792,16,15.52244245,1,1,3709
GCKR,GCKR,All Targets,RNA,Endogenous,01,1,910,11,11.02354534,1,1,2646
RABAC1,RABAC1,All Targets,RNA,Endogenous,01,1,954,38,37.51011608,1,1,10567
SUCO,SUCO,All Targets,RNA,Endogenous,01,1,816,20,19.9989785,1,1,51430
KCNJ2,KCNJ2,All Targets,RNA,Endogenous,01,1,905,14,13.15733365,1,1,3759
RNF39,RNF39,All Targets,RNA,Endogenous,01,1,773,11,10.17241602,1,1,80352
UTP25,UTP25,All Targets,RNA,Endogenous,01,1,936,14,14.30698118,1,1,27042
KLF6,KLF6,All Targets,RNA,Endogenous,01,1,1219,34,32.70988404,1,1,1316
VPS33B,VPS33B,All Targets,RNA,Endogenous,01,1,925,15,14.79769334,1,1,26276
SOAT1,SOAT1,All Targets,RNA,Endogenous,01,1,1113,15,14.31510691,1,1,6646
PFAS,PFAS,All Targets,RNA,Endogenous,01,1,931,19,18.5018342,1,1,5198
VAV3,VAV3,All Targets,RNA,Endogenous,01,1,928,14,13.76638961,1,1,10451
NDUFA2,NDUFA2,All Targets,RNA,Endogenous,01,1,1136,24,24.07512193,1,1,4695
ZNF620,ZNF620,All Targets,RNA,Endogenous,01,1,881,16,15.55122444,1,1,253639
HBQ1,HBQ1,All Targets,RNA,Endogenous,01,1,927,15,15.32700727,1,1,3049
SETD7,SETD7,All Targets,RNA,Endogenous,01,1,865,24,23.48465321,1,1,80854
ECE2,ECE2,All Targets,RNA,Endogenous,01,1,1065,27.5,27.66519242,1,1,9718
ZFP36,ZFP36,All Targets,RNA,Endogenous,01,1,1293,68,73.0688962,1,1,7538
BSPRY,BSPRY,All Targets,RNA,Endogenous,01,1,934,13,12.02608941,1,1,54836
CELA2B,CELA2B,All Targets,RNA,Endogenous,01,1,891,13.5,13.69806367,1,1,51032
APEX2,APEX2,All Targets,RNA,Endogenous,01,1,864,11,11.27450959,1,1,27301
UBALD2,UBALD2,All Targets,RNA,Endogenous,01,1,635,23,23.32459408,1,1,283991
ZNF888,"ZNF888,ZNF525",All Targets,RNA,Endogenous,01,1,1202,18,16.43276752,1,1,388559
PTPN11,PTPN11,All Targets,RNA,Endogenous,01,1,858,20,19.52975639,1,1,5781
B4GALT6,B4GALT6,All Targets,RNA,Endogenous,01,1,827,12,11.19191205,1,1,9331
MLLT3,MLLT3,All Targets,RNA,Endogenous,01,1,896,20,20.0168007,1,1,4300
UGT2B11,"UGT2B28,UGT2B11",All Targets,RNA,Endogenous,01,1,858,16,16.2483167,1,1,10720
KAT5,KAT5,All Targets,RNA,Endogenous,01,1,752,16,14.82136641,1,1,10524
DEFB133,DEFB133,All Targets,RNA,Endogenous,01,1,1149,14,13.28949619,1,1,403339
TUBA8,TUBA8,All Targets,RNA,Endogenous,01,1,869,14,13.82118502,1,1,51807
MMP14,MMP14,All Targets,RNA,Endogenous,01,1,927,17,17.83436242,1,1,4323
R3HDM4,R3HDM4,All Targets,RNA,Endogenous,01,1,835,36,36.45852377,1,1,91300
PWWP3A,PWWP3A,All Targets,RNA,Endogenous,01,1,939,14,13.45319441,1,1,84939
GFAP,GFAP,All Targets,RNA,Endogenous,01,1,909,16,15.4082759,1,1,2670
MINDY4B,MINDY4B,All Targets,RNA,Endogenous,01,1,976,16,16.9595903,1,1,646951
FFAR4,FFAR4,All Targets,RNA,Endogenous,01,1,923,17,17.27475262,1,1,338557
ENKUR,ENKUR,All Targets,RNA,Endogenous,01,1,1044,15,14.10992145,1,1,219670
ALX3,ALX3,All Targets,RNA,Endogenous,01,1,869,21,21.50962158,1,1,257
ELAPOR1,ELAPOR1,All Targets,RNA,Endogenous,01,1,862,13,12.79903453,1,1,57535
SPAG4,SPAG4,All Targets,RNA,Endogenous,01,1,1277,15,14.59002407,1,1,6676
SELENOI,SELENOI,All Targets,RNA,Endogenous,01,1,760,10,9.300841735,1,1,85465
EDC4,EDC4,All Targets,RNA,Endogenous,01,1,805,16,15.01014776,1,1,23644
ZNF627,ZNF627,All Targets,RNA,Endogenous,01,1,965,15,14.507367,1,1,199692
ETNPPL,ETNPPL,All Targets,RNA,Endogenous,01,1,607,13,12.60058321,1,1,64850
ACTR6,ACTR6,All Targets,RNA,Endogenous,01,1,800,14,13.65616192,1,1,64431
TBCC,TBCC,All Targets,RNA,Endogenous,01,1,1036,16,16.11756904,1,1,6903
DSC2,DSC2,All Targets,RNA,Endogenous,01,1,663,11,11.02151252,1,1,1824
IFNW1,IFNW1,All Targets,RNA,Endogenous,01,1,1413,18,18.20172716,1,1,3467
ADCY10,ADCY10,All Targets,RNA,Endogenous,01,1,959,12,11.99819597,1,1,55811
ATG4B,ATG4B,All Targets,RNA,Endogenous,01,1,978,20,18.69855875,1,1,23192
MYCBP,"GJA9-MYCBP,MYCBP",All Targets,RNA,Endogenous,01,1,818,13,13.1171082,1,1,26292
KRTAP20-3,KRTAP20-3,All Targets,RNA,Endogenous,01,1,879,31,32.36611962,1,1,337985
LRIG1,LRIG1,All Targets,RNA,Endogenous,01,1,769,13,12.15926977,1,1,26018
PTPN2,PTPN2,All Targets,RNA,Endogenous,01,1,942,17,17.34983488,1,1,5771
UBQLNL,UBQLNL,All Targets,RNA,Endogenous,01,1,864,13.5,13.40128142,1,1,143630
PECR,PECR,All Targets,RNA,Endogenous,01,1,840,12,10.80116798,1,1,55825
STX10,STX10,All Targets,RNA,Endogenous,01,1,864,23.5,24.68793213,1,1,8677
OR51G1,OR51G1,All Targets,RNA,Endogenous,01,1,853,13,13.29686072,1,1,79324
LCN12,LCN12,All Targets,RNA,Endogenous,01,1,1071,26,26.44618963,1,1,286256
JAZF1,JAZF1,All Targets,RNA,Endogenous,01,1,1018,25,24.21339594,1,1,221895
VPS50,VPS50,All Targets,RNA,Endogenous,01,1,936,14,13.29782217,1,1,55610
ADH6,ADH6,All Targets,RNA,Endogenous,01,1,778,13,12.4616952,1,1,130
PTPRH,PTPRH,All Targets,RNA,Endogenous,01,1,802,11,10.47860779,1,1,5794
SNRNP27,SNRNP27,All Targets,RNA,Endogenous,01,1,762,10.5,10.09887473,1,1,11017
MAP3K7,MAP3K7,All Targets,RNA,Endogenous,01,1,885,21,20.90093161,1,1,6885
BTBD2,BTBD2,All Targets,RNA,Endogenous,01,1,823,15,14.93719125,1,1,55643
EFCAB11,EFCAB11,All Targets,RNA,Endogenous,01,1,816,11,11.20100717,1,1,90141
FGF19,FGF19,All Targets,RNA,Endogenous,01,1,855,11,10.8098437,1,1,9965
OVOL3,OVOL3,All Targets,RNA,Endogenous,01,1,846,14,13.73343049,1,1,728361
ZFYVE21,ZFYVE21,All Targets,RNA,Endogenous,01,1,546,11,10.98088136,1,1,79038
RAMP1,RAMP1,All Targets,RNA,Endogenous,01,1,827,12,11.82340096,1,1,10267
RSPH6A,RSPH6A,All Targets,RNA,Endogenous,01,1,698,11,10.8732216,1,1,81492
NUDT8,NUDT8,All Targets,RNA,Endogenous,01,1,871,16,15.63560562,1,1,254552
SLC17A6,SLC17A6,All Targets,RNA,Endogenous,01,1,812,11,11.35992875,1,1,57084
PRRC2B,PRRC2B,All Targets,RNA,Endogenous,01,1,935,21.5,20.70256937,1,1,84726
FAM83B,FAM83B,All Targets,RNA,Endogenous,01,1,1016,17.5,16.44394173,1,1,222584
RSAD1,RSAD1,All Targets,RNA,Endogenous,01,1,870,16,16.00001999,1,1,55316
SULT1B1,SULT1B1,All Targets,RNA,Endogenous,01,1,913,19.5,18.51570196,1,1,27284
CTNND1,CTNND1,All Targets,RNA,Endogenous,01,1,878,20,20.36765463,1,1,1500
PDE9A,PDE9A,All Targets,RNA,Endogenous,01,1,652,12,11.26515818,1,1,5152
MZT2B,MZT2B,All Targets,RNA,Endogenous,01,1,8062,634.5,634.0993963,1,1,80097
CD93,CD93,All Targets,RNA,Endogenous,01,1,914,16,16.1098608,1,1,22918
METTL18,METTL18,All Targets,RNA,Endogenous,01,1,707,15,15.79868842,1,1,92342
FTHL17,FTHL17,All Targets,RNA,Endogenous,01,1,693,11,11.29945912,1,1,53940
CCDC174,CCDC174,All Targets,RNA,Endogenous,01,1,889,13,13.33140654,1,1,51244
SNX30,SNX30,All Targets,RNA,Endogenous,01,1,965,30,30.04210174,1,1,401548
HIF1AN,HIF1AN,All Targets,RNA,Endogenous,01,1,824,13,12.93179336,1,1,55662
PHF13,PHF13,All Targets,RNA,Endogenous,01,1,828,23,22.83370005,1,1,148479
PTGES2,PTGES2,All Targets,RNA,Endogenous,01,1,834,13,12.174442,1,1,80142
OR10AC1,OR10AC1,All Targets,RNA,Endogenous,01,1,163,2,2.638675166,1,1,392133
ME1,ME1,All Targets,RNA,Endogenous,01,1,778,10,9.663531761,1,1,4199
EBP,EBP,All Targets,RNA,Endogenous,01,1,1063,62.5,64.10160311,1,1,10682
DSEL,DSEL,All Targets,RNA,Endogenous,01,1,774,9,9.541703866,1,1,92126
SVBP,SVBP,All Targets,RNA,Endogenous,01,1,847,20,19.71259351,1,1,374969
NACC1,NACC1,All Targets,RNA,Endogenous,01,1,861,14.5,14.47823048,1,1,112939
TMEM132C,TMEM132C,All Targets,RNA,Endogenous,01,1,731,15,14.21930376,1,1,92293
ICMT,ICMT,All Targets,RNA,Endogenous,01,1,905,15,14.7839539,1,1,23463
NR1H4,NR1H4,All Targets,RNA,Endogenous,01,1,1100,13,11.83935795,1,1,9971
MALT1,MALT1,All Targets,RNA,Endogenous,01,1,868,12,12.42355368,1,1,10892
KIAA2013,KIAA2013,All Targets,RNA,Endogenous,01,1,771,18.5,18.55416124,1,1,90231
MARCHF10,MARCHF10,All Targets,RNA,Endogenous,01,1,750,12,12.17338784,1,1,162333
KDELR3,KDELR3,All Targets,RNA,Endogenous,01,1,787,13,11.52152408,1,1,11015
BMPR1A,BMPR1A,All Targets,RNA,Endogenous,01,1,785,15,14.93482533,1,1,657
TNFAIP3,TNFAIP3,All Targets,RNA,Endogenous,01,1,662,25,23.74630166,1,1,7128
IAPP,IAPP,All Targets,RNA,Endogenous,01,1,873,11,10.17372747,1,1,3375
ANGPTL2,ANGPTL2,All Targets,RNA,Endogenous,01,1,915,14,14.35092525,1,1,23452
KCP,KCP,All Targets,RNA,Endogenous,01,1,820,12,12.17577272,1,1,375616
MNDA,MNDA,All Targets,RNA,Endogenous,01,1,768,14,13.27044016,1,1,4332
CYP2F1,CYP2F1,All Targets,RNA,Endogenous,01,1,780,14,13.91543134,1,1,1572
CD163L1,CD163L1,All Targets,RNA,Endogenous,01,1,1058,18,18.19421241,1,1,283316
PABPN1L,PABPN1L,All Targets,RNA,Endogenous,01,1,766,14,13.43732035,1,1,390748
C1QL4,C1QL4,All Targets,RNA,Endogenous,01,1,965,21,21.02322371,1,1,338761
TBL1XR1,TBL1XR1,All Targets,RNA,Endogenous,01,1,1029,14,13.81441251,1,1,79718
LENEP,LENEP,All Targets,RNA,Endogenous,01,1,787,13,11.89708107,1,1,55891
SEPTIN10,SEPTIN10,All Targets,RNA,Endogenous,01,1,870,14,13.98188621,1,1,151011
ZNF33B,ZNF33B,All Targets,RNA,Endogenous,01,1,1090,20,19.7483745,1,1,7582
COG8,COG8,All Targets,RNA,Endogenous,01,1,823,13,13.09277589,1,1,84342
NANOS1,NANOS1,All Targets,RNA,Endogenous,01,1,964,13.5,13.12669098,1,1,340719
ACD,ACD,All Targets,RNA,Endogenous,01,1,842,12,11.23843329,1,1,65057
BTBD9,BTBD9,All Targets,RNA,Endogenous,01,1,940,12,12.17975271,1,1,114781
HAO1,HAO1,All Targets,RNA,Endogenous,01,1,739,9,8.74183829,1,1,54363
RPL3L,RPL3L,All Targets,RNA,Endogenous,01,1,854,9,8.32338624,1,1,6123
MC3R,MC3R,All Targets,RNA,Endogenous,01,1,1000,17,17.63246068,1,1,4159
CCDC146,CCDC146,All Targets,RNA,Endogenous,01,1,737,11,10.8013173,1,1,57639
H4C4,H4C4,All Targets,RNA,Endogenous,01,1,1052,26,26.02652467,1,1,8360
TNIP2,TNIP2,All Targets,RNA,Endogenous,01,1,747,17,16.55628477,1,1,79155
ZNF607,ZNF607,All Targets,RNA,Endogenous,01,1,733,9,8.891006011,1,1,84775
H2BC14,H2BC14,All Targets,RNA,Endogenous,01,1,946,18,17.39399606,1,1,8342
H1-0,H1-0,All Targets,RNA,Endogenous,01,1,1097,22,22.6480558,1,1,3005
FXYD3,FXYD3,All Targets,RNA,Endogenous,01,1,2503,16,15.76909329,1,1,5349
SLC24A4,SLC24A4,All Targets,RNA,Endogenous,01,1,863,38,37.10053247,1,1,123041
GMNN,GMNN,All Targets,RNA,Endogenous,01,1,697,11,10.74318492,1,1,51053
IQSEC1,IQSEC1,All Targets,RNA,Endogenous,01,1,742,16,16.22372674,1,1,9922
RPS19,RPS19,All Targets,RNA,Endogenous,01,1,7086,305,315.1626076,1,1,6223
CASP14,CASP14,All Targets,RNA,Endogenous,01,1,984,16,16.12822962,1,1,23581
KIF9,KIF9,All Targets,RNA,Endogenous,01,1,831,13,12.27981351,1,1,64147
EIF4G1,EIF4G1,All Targets,RNA,Endogenous,01,1,913,35,36.84918336,1,1,1981
SFTA2,SFTA2,All Targets,RNA,Endogenous,01,1,749,12,10.71491049,1,1,389376
ABHD14A,"ABHD14A-ACY1,ABHD14A",All Targets,RNA,Endogenous,01,1,687,13.5,13.17705639,1,1,25864
MARK1,MARK1,All Targets,RNA,Endogenous,01,1,856,12,11.66324856,1,1,4139
TOMM70,TOMM70,All Targets,RNA,Endogenous,01,1,850,15,14.86155099,1,1,9868
SLC52A3,SLC52A3,All Targets,RNA,Endogenous,01,1,860,16,15.45330025,1,1,113278
HHIP,HHIP,All Targets,RNA,Endogenous,01,1,890,14,13.70749835,1,1,64399
PANK4,PANK4,All Targets,RNA,Endogenous,01,1,851,13,12.85451494,1,1,55229
YEATS4,YEATS4,All Targets,RNA,Endogenous,01,1,940,30,30.1957573,1,1,8089
POPDC3,POPDC3,All Targets,RNA,Endogenous,01,1,780,9,9.539940438,1,1,64208
QRFPR,QRFPR,All Targets,RNA,Endogenous,01,1,544,6,5.730696494,1,1,84109
SLIT3,SLIT3,All Targets,RNA,Endogenous,01,1,1234,16,15.0002899,1,1,6586
UQCC3,UQCC3,All Targets,RNA,Endogenous,01,1,770,12,11.54270339,1,1,790955
PRCD,PRCD,All Targets,RNA,Endogenous,01,1,807,15,14.47751763,1,1,768206
SPINK8,SPINK8,All Targets,RNA,Endogenous,01,1,785,9,8.705626204,1,1,646424
